code,code_name,ipoDate,outDate,type,status
sz.000001,平安银行,1991-04-03,,1,1
sz.000002,万科A,1991-01-29,,1,1
sz.000003,PT金田A,1991-07-03,2002-06-14,1,0
sz.000004,ST国华,1991-01-14,,1,1
sz.000005,ST星源,1990-12-10,,1,1
sz.000006,深振业A,1992-04-27,,1,1
sz.000007,全新好,1992-04-13,,1,1
sz.000008,神州高铁,1992-05-07,,1,1
sz.000009,中国宝安,1991-06-25,,1,1
sz.000010,美丽生态,1995-10-27,,1,1
sz.000011,深物业A,1992-03-30,,1,1
sz.000012,南玻A,1992-02-28,,1,1
sz.000013,*ST石化A,1992-05-06,2004-09-20,1,0
sz.000014,沙河股份,1992-06-02,,1,1
sz.000015,PT中浩A,1992-06-25,2001-10-22,1,0
sz.000016,深康佳A,1992-03-27,,1,1
sz.000017,深中华A,1992-03-31,,1,1
sz.000018,神城A退,1992-06-16,2020-01-07,1,0
sz.000019,深粮控股,1992-10-12,,1,1
sz.000020,深华发A,1992-04-28,,1,1
sz.000021,深科技,1994-02-02,,1,1
sz.000022,深赤湾A,1993-05-05,2018-12-26,1,0
sz.000023,深天地A,1993-04-29,,1,1
sz.000024,招商地产,1993-06-07,2015-12-30,1,0
sz.000025,特力A,1993-06-21,,1,1
sz.000026,飞亚达,1993-06-03,,1,1
sz.000027,深圳能源,1993-09-03,,1,1
sz.000028,国药一致,1993-08-09,,1,1
sz.000029,深深房A,1993-09-15,,1,1
sz.000030,富奥股份,1993-09-29,,1,1
sz.000031,大悦城,1993-10-08,,1,1
sz.000032,深桑达A,1993-10-28,,1,1
sz.000033,新都退,1994-01-03,2017-07-07,1,0
sz.000034,神州数码,1994-05-09,,1,1
sz.000035,中国天楹,1994-04-08,,1,1
sz.000036,华联控股,1994-06-17,,1,1
sz.000037,深南电A,1994-07-01,,1,1
sz.000038,*ST大通,1994-08-08,,1,1
sz.000039,中集集团,1994-04-08,,1,1
sz.000040,东旭蓝天,1994-08-08,,1,1
sz.000042,中洲控股,1994-09-21,,1,1
sz.000043,中航善达,1994-09-28,2019-12-16,1,0
sz.000045,深纺织A,1994-08-15,,1,1
sz.000046,泛海控股,1994-09-12,,1,1
sz.000047,ST中侨,1994-10-21,2003-05-30,1,0
sz.000048,京基智农,1994-11-01,,1,1
sz.000049,德赛电池,1995-03-20,,1,1
sz.000050,深天马A,1995-03-15,,1,1
sz.000055,方大集团,1996-04-15,,1,1
sz.000056,皇庭国际,1996-07-08,,1,1
sz.000058,深赛格,1996-12-26,,1,1
sz.000059,华锦股份,1997-01-30,,1,1
sz.000060,中金岭南,1997-01-23,,1,1
sz.000061,农产品,1997-01-10,,1,1
sz.000062,深圳华强,1997-01-30,,1,1
sz.000063,中兴通讯,1997-11-18,,1,1
sz.000065,北方国际,1998-06-05,,1,1
sz.000066,中国长城,1997-06-26,,1,1
sz.000068,华控赛格,1997-06-11,,1,1
sz.000069,华侨城A,1997-09-10,,1,1
sz.000070,特发信息,2000-05-11,,1,1
sz.000078,海王生物,1998-12-18,,1,1
sz.000088,盐田港,1997-07-28,,1,1
sz.000089,深圳机场,1998-04-20,,1,1
sz.000090,天健集团,1999-07-21,,1,1
sz.000096,广聚能源,2000-07-24,,1,1
sz.000099,中信海直,2000-07-31,,1,1
sz.000100,TCL科技,2004-01-30,,1,1
sz.000150,*ST宜康,2000-08-07,,1,1
sz.000151,中成股份,2000-09-06,,1,1
sz.000153,丰原药业,2000-09-20,,1,1
sz.000155,川能动力,2000-09-26,,1,1
sz.000156,华数传媒,2000-09-06,,1,1
sz.000157,中联重科,2000-10-12,,1,1
sz.000158,常山北明,2000-07-24,,1,1
sz.000159,国际实业,2000-09-26,,1,1
sz.000166,申万宏源,2015-01-26,,1,1
sz.000301,东方盛虹,2000-05-29,,1,1
sz.000333,美的集团,2013-09-18,,1,1
sz.000338,潍柴动力,2007-04-30,,1,1
sz.000400,许继电气,1997-04-18,,1,1
sz.000401,冀东水泥,1996-06-14,,1,1
sz.000402,金融街,1996-06-26,,1,1
sz.000403,派林生物,1996-06-28,,1,1
sz.000404,长虹华意,1996-06-19,,1,1
sz.000405,ST鑫光,1996-06-20,2004-03-19,1,0
sz.000406,石油大明,1996-06-28,2006-04-21,1,0
sz.000407,胜利股份,1996-07-03,,1,1
sz.000408,藏格矿业,1996-06-28,,1,1
sz.000409,云鼎科技,1996-06-27,,1,1
sz.000410,*ST沈机,1996-07-18,,1,1
sz.000411,英特集团,1996-07-16,,1,1
sz.000412,ST五环,1996-07-15,2003-09-19,1,0
sz.000413,东旭光电,1996-09-25,,1,1
sz.000415,渤海租赁,1996-07-16,,1,1
sz.000416,民生控股,1996-07-19,,1,1
sz.000417,合肥百货,1996-08-12,,1,1
sz.000418,小天鹅A,1997-03-28,2019-06-21,1,0
sz.000419,通程控股,1996-08-16,,1,1
sz.000420,吉林化纤,1996-08-02,,1,1
sz.000421,南京公用,1996-08-06,,1,1
sz.000422,湖北宜化,1996-08-15,,1,1
sz.000423,东阿阿胶,1996-07-29,,1,1
sz.000425,徐工机械,1996-08-28,,1,1
sz.000426,兴业矿业,1996-08-28,,1,1
sz.000428,华天酒店,1996-08-08,,1,1
sz.000429,粤高速A,1998-02-20,,1,1
sz.000430,张家界,1996-08-29,,1,1
sz.000488,晨鸣纸业,2000-11-20,,1,1
sz.000498,山东路桥,1997-06-09,,1,1
sz.000501,武商集团,1992-11-20,,1,1
sz.000502,绿景退,1992-11-23,2022-06-27,1,0
sz.000503,国新健康,1992-11-30,,1,1
sz.000504,南华生物,1992-12-08,,1,1
sz.000505,京粮控股,1992-12-21,,1,1
sz.000506,中润资源,1993-03-12,,1,1
sz.000507,珠海港,1993-03-26,,1,1
sz.000508,琼民源A,1993-04-30,1999-07-12,1,0
sz.000509,华塑控股,1993-05-07,,1,1
sz.000510,新金路,1993-05-07,,1,1
sz.000511,烯碳退,1993-05-18,2018-07-18,1,0
sz.000513,丽珠集团,1993-10-28,,1,1
sz.000514,渝开发,1993-07-12,,1,1
sz.000515,攀渝钛业,1993-07-12,2009-05-06,1,0
sz.000516,国际医学,1993-08-09,,1,1
sz.000517,荣安地产,1993-08-06,,1,1
sz.000518,四环生物,1993-09-08,,1,1
sz.000519,中兵红箭,1993-10-08,,1,1
sz.000520,长航凤凰,1993-10-25,,1,1
sz.000521,长虹美菱,1993-10-18,,1,1
sz.000522,白云山A,1993-11-08,2013-04-26,1,0
sz.000523,广州浪奇,1993-11-08,,1,1
sz.000524,岭南控股,1993-11-18,,1,1
sz.000525,ST红太阳,1993-10-28,,1,1
sz.000526,学大教育,1993-11-01,,1,1
sz.000527,美的电器,1993-11-12,2013-09-18,1,0
sz.000528,柳工,1993-11-18,,1,1
sz.000529,广弘控股,1993-11-18,,1,1
sz.000530,冰山冷热,1993-12-08,,1,1
sz.000531,穗恒运A,1994-01-06,,1,1
sz.000532,华金资本,1994-01-03,,1,1
sz.000533,顺钠股份,1994-01-03,,1,1
sz.000534,万泽股份,1994-01-10,,1,1
sz.000535,*ST猴王,1993-11-30,2005-09-21,1,0
sz.000536,华映科技,1993-11-26,,1,1
sz.000537,广宇发展,1993-12-10,,1,1
sz.000538,云南白药,1993-12-15,,1,1
sz.000539,粤电力A,1993-11-26,,1,1
sz.000540,中天金融,1994-02-02,,1,1
sz.000541,佛山照明,1993-11-23,,1,1
sz.000542,TCL通讯,1993-12-01,2004-01-13,1,0
sz.000543,皖能电力,1993-12-20,,1,1
sz.000544,中原环保,1993-12-08,,1,1
sz.000545,金浦钛业,1993-12-15,,1,1
sz.000546,金圆股份,1993-12-15,,1,1
sz.000547,航天发展,1993-11-30,,1,1
sz.000548,湖南投资,1993-12-20,,1,1
sz.000549,S湘火炬,1993-12-20,2007-04-27,1,0
sz.000550,江铃汽车,1993-12-01,,1,1
sz.000551,创元科技,1994-01-06,,1,1
sz.000552,靖远煤电,1994-01-06,,1,1
sz.000553,安道麦A,1993-12-03,,1,1
sz.000554,泰山石油,1993-12-15,,1,1
sz.000555,神州信息,1994-04-08,,1,1
sz.000556,PT南洋,1994-05-25,2002-05-29,1,0
sz.000557,西部创业,1994-06-17,,1,1
sz.000558,莱茵体育,1994-05-09,,1,1
sz.000559,万向钱潮,1994-01-10,,1,1
sz.000560,我爱我家,1994-02-02,,1,1
sz.000561,烽火电子,1994-05-09,,1,1
sz.000562,宏源证券,1994-02-02,2015-01-26,1,0
sz.000563,陕国投A,1994-01-10,,1,1
sz.000564,ST大集,1994-01-10,,1,1
sz.000565,渝三峡A,1994-04-08,,1,1
sz.000566,海南海药,1994-05-25,,1,1
sz.000567,海德股份,1994-05-25,,1,1
sz.000568,泸州老窖,1994-05-09,,1,1
sz.000569,长城股份,1994-04-25,2009-05-06,1,0
sz.000570,苏常柴A,1994-07-01,,1,1
sz.000571,ST大洲,1994-05-25,,1,1
sz.000572,海马汽车,1994-08-08,,1,1
sz.000573,粤宏远A,1994-08-15,,1,1
sz.000576,甘化科工,1994-09-07,,1,1
sz.000578,盐湖集团,1995-03-03,2011-03-22,1,0
sz.000581,威孚高科,1998-09-24,,1,1
sz.000582,北部湾港,1995-11-02,,1,1
sz.000583,S*ST托普,1995-11-01,2007-05-21,1,0
sz.000584,哈工智能,1995-11-28,,1,1
sz.000585,东电退,1995-12-13,2022-05-24,1,0
sz.000586,汇源通信,1995-12-20,,1,1
sz.000587,*ST金洲,1996-04-25,,1,1
sz.000588,PT粤金曼,1996-01-23,2001-06-15,1,0
sz.000589,贵州轮胎,1996-03-08,,1,1
sz.000590,启迪药业,1996-01-19,,1,1
sz.000591,太阳能,1996-02-08,,1,1
sz.000592,平潭发展,1996-03-27,,1,1
sz.000593,德龙汇能,1996-03-12,,1,1
sz.000594,国恒退,1996-03-20,2015-07-13,1,0
sz.000595,宝塔实业,1996-04-19,,1,1
sz.000596,古井贡酒,1996-09-27,,1,1
sz.000597,东北制药,1996-05-23,,1,1
sz.000598,兴蓉环境,1996-05-29,,1,1
sz.000599,青岛双星,1996-04-30,,1,1
sz.000600,建投能源,1996-06-06,,1,1
sz.000601,韶能股份,1996-08-30,,1,1
sz.000602,金马集团,1996-08-19,2013-08-14,1,0
sz.000603,盛达资源,1996-08-23,,1,1
sz.000605,渤海股份,1996-09-13,,1,1
sz.000606,*ST顺利,1996-10-04,,1,1
sz.000607,华媒控股,1996-08-30,,1,1
sz.000608,阳光股份,1996-09-19,,1,1
sz.000609,中迪投资,1996-10-10,,1,1
sz.000610,西安旅游,1996-09-26,,1,1
sz.000611,天首退,1996-10-08,2022-06-28,1,0
sz.000612,焦作万方,1996-09-26,,1,1
sz.000613,东海A退,1997-01-28,2022-06-29,1,0
sz.000615,奥园美谷,1996-10-16,,1,1
sz.000616,ST海投,1996-11-08,,1,1
sz.000617,中油资本,1996-10-22,,1,1
sz.000618,吉林化工,1996-10-15,2006-02-20,1,0
sz.000619,海螺新材,1996-10-23,,1,1
sz.000620,新华联,1996-10-29,,1,1
sz.000621,*ST比特,1996-11-05,2004-09-27,1,0
sz.000622,恒立实业,1996-11-07,,1,1
sz.000623,吉林敖东,1996-10-28,,1,1
sz.000625,长安汽车,1997-06-10,,1,1
sz.000626,远大控股,1996-11-28,,1,1
sz.000627,天茂集团,1996-11-12,,1,1
sz.000628,高新发展,1996-11-18,,1,1
sz.000629,钒钛股份,1996-11-15,,1,1
sz.000630,铜陵有色,1996-11-20,,1,1
sz.000631,顺发恒业,1996-11-22,,1,1
sz.000632,三木集团,1996-11-21,,1,1
sz.000633,合金投资,1996-11-12,,1,1
sz.000635,英力特,1996-11-20,,1,1
sz.000636,风华高科,1996-11-29,,1,1
sz.000637,茂化实华,1996-11-14,,1,1
sz.000638,万方发展,1996-11-26,,1,1
sz.000639,西王食品,1996-11-26,,1,1
sz.000650,仁和药业,1996-12-10,,1,1
sz.000651,格力电器,1996-11-18,,1,1
sz.000652,泰达股份,1996-11-28,,1,1
sz.000653,ST九州,1996-11-26,2002-09-13,1,0
sz.000655,金岭矿业,1996-11-28,,1,1
sz.000656,金科股份,1996-11-28,,1,1
sz.000657,中钨高新,1996-12-05,,1,1
sz.000658,ST海洋,1996-12-18,2002-09-20,1,0
sz.000659,珠海中富,1996-12-03,,1,1
sz.000660,*ST南华,1996-12-09,2004-09-13,1,0
sz.000661,长春高新,1996-12-18,,1,1
sz.000662,天夏退,1996-12-16,2021-04-12,1,0
sz.000663,永安林业,1996-12-06,,1,1
sz.000665,湖北广电,1996-12-10,,1,1
sz.000666,经纬纺机,1996-12-10,,1,1
sz.000667,美好置业,1996-12-05,,1,1
sz.000668,荣丰控股,1996-12-10,,1,1
sz.000669,ST金鸿,1996-12-10,,1,1
sz.000670,盈方微,1996-12-17,,1,1
sz.000671,阳光城,1996-12-18,,1,1
sz.000672,上峰水泥,1996-12-18,,1,1
sz.000673,当代退,1997-01-24,2022-07-04,1,0
sz.000675,ST银山,1996-12-26,2002-08-20,1,0
sz.000676,智度股份,1996-12-24,,1,1
sz.000677,恒天海龙,1996-12-26,,1,1
sz.000678,襄阳轴承,1997-01-06,,1,1
sz.000679,大连友谊,1997-01-24,,1,1
sz.000680,山推股份,1997-01-22,,1,1
sz.000681,视觉中国,1997-01-21,,1,1
sz.000682,东方电子,1997-01-21,,1,1
sz.000683,远兴能源,1997-01-31,,1,1
sz.000685,中山公用,1997-01-23,,1,1
sz.000686,东北证券,1997-02-27,,1,1
sz.000687,华讯退,1997-02-21,2022-06-17,1,0
sz.000688,国城矿业,1997-01-20,,1,1
sz.000689,ST宏业,1996-12-31,2002-09-05,1,0
sz.000690,宝新能源,1997-01-28,,1,1
sz.000691,亚太实业,1997-02-28,,1,1
sz.000692,惠天热电,1997-02-27,,1,1
sz.000693,华泽退,1997-02-26,2019-07-09,1,0
sz.000695,滨海能源,1997-02-18,,1,1
sz.000697,炼石航空,1997-03-25,,1,1
sz.000698,沈阳化工,1997-02-20,,1,1
sz.000699,S*ST佳纸,1997-03-10,2007-04-04,1,0
sz.000700,模塑科技,1997-02-28,,1,1
sz.000701,厦门信达,1997-02-26,,1,1
sz.000702,正虹科技,1997-03-18,,1,1
sz.000703,恒逸石化,1997-03-28,,1,1
sz.000705,浙江震元,1997-04-10,,1,1
sz.000707,双环科技,1997-04-15,,1,1
sz.000708,中信特钢,1997-03-26,,1,1
sz.000709,河钢股份,1997-04-16,,1,1
sz.000710,贝瑞基因,1997-04-22,,1,1
sz.000711,京蓝科技,1997-04-11,,1,1
sz.000712,锦龙股份,1997-04-15,,1,1
sz.000713,丰乐种业,1997-04-22,,1,1
sz.000715,中兴商业,1997-05-08,,1,1
sz.000716,黑芝麻,1997-04-18,,1,1
sz.000717,中南股份,1997-05-08,,1,1
sz.000718,苏宁环球,1997-04-08,,1,1
sz.000719,中原传媒,1997-03-31,,1,1
sz.000720,新能泰山,1997-05-09,,1,1
sz.000721,西安饮食,1997-04-30,,1,1
sz.000722,湖南发展,1997-05-22,,1,1
sz.000723,美锦能源,1997-05-15,,1,1
sz.000725,京东方A,2001-01-12,,1,1
sz.000726,鲁泰A,2000-12-25,,1,1
sz.000727,冠捷科技,1997-05-20,,1,1
sz.000728,国元证券,1997-06-16,,1,1
sz.000729,燕京啤酒,1997-07-16,,1,1
sz.000730,*ST环保,1997-05-22,2004-09-24,1,0
sz.000731,四川美丰,1997-06-17,,1,1
sz.000732,ST泰禾,1997-07-04,,1,1
sz.000733,振华科技,1997-07-03,,1,1
sz.000735,罗牛山,1997-06-11,,1,1
sz.000736,中交地产,1997-04-25,,1,1
sz.000737,北方铜业,1997-04-28,,1,1
sz.000738,航发控制,1997-06-26,,1,1
sz.000739,普洛药业,1997-05-09,,1,1
sz.000748,长城信息,1997-07-04,2017-01-18,1,0
sz.000750,国海证券,1997-07-09,,1,1
sz.000751,锌业股份,1997-06-26,,1,1
sz.000752,*ST西发,1997-06-25,,1,1
sz.000753,漳州发展,1997-06-26,,1,1
sz.000755,山西路桥,1997-06-27,,1,1
sz.000756,新华制药,1997-08-06,,1,1
sz.000757,浩物股份,1997-06-27,,1,1
sz.000758,中色股份,1997-04-16,,1,1
sz.000759,中百集团,1997-05-19,,1,1
sz.000760,斯太退,1997-06-27,2021-07-23,1,0
sz.000761,本钢板材,1998-01-15,,1,1
sz.000762,西藏矿业,1997-07-08,,1,1
sz.000763,锦州石化,1997-09-15,2006-01-04,1,0
sz.000765,*ST华信,1997-11-03,2005-07-04,1,0
sz.000766,通化金马,1997-04-30,,1,1
sz.000767,晋控电力,1997-06-09,,1,1
sz.000768,中航西飞,1997-06-26,,1,1
sz.000769,*ST大菲,1997-05-30,2005-09-21,1,0
sz.000776,广发证券,1997-06-11,,1,1
sz.000777,中核科技,1997-07-10,,1,1
sz.000778,新兴铸管,1997-06-06,,1,1
sz.000779,甘咨询,1997-05-28,,1,1
sz.000780,ST平能,1997-06-06,2022-01-24,1,0
sz.000782,美达股份,1997-06-19,,1,1
sz.000783,长江证券,1997-07-31,,1,1
sz.000785,居然之家,1997-07-11,,1,1
sz.000786,北新建材,1997-06-06,,1,1
sz.000787,*ST创智,1997-06-26,2013-02-08,1,0
sz.000788,北大医药,1997-06-16,,1,1
sz.000789,万年青,1997-09-23,,1,1
sz.000790,华神科技,1998-03-27,,1,1
sz.000791,甘肃能源,1997-10-14,,1,1
sz.000792,盐湖股份,1997-09-04,,1,1
sz.000793,华闻集团,1997-07-29,,1,1
sz.000795,英洛华,1997-08-08,,1,1
sz.000796,ST凯撒,1997-07-03,,1,1
sz.000797,中国武夷,1997-07-15,,1,1
sz.000798,中水渔业,1998-02-12,,1,1
sz.000799,酒鬼酒,1997-07-18,,1,1
sz.000800,一汽解放,1997-06-18,,1,1
sz.000801,四川九洲,1998-05-06,,1,1
sz.000802,北京文化,1998-01-08,,1,1
sz.000803,山高环能,1998-03-03,,1,1
sz.000805,*ST炎黄,1998-05-29,2013-03-27,1,0
sz.000806,*ST银河,1998-04-16,,1,1
sz.000807,云铝股份,1998-04-08,,1,1
sz.000809,ST新城,1998-06-16,,1,1
sz.000810,创维数字,1998-06-02,,1,1
sz.000811,冰轮环境,1998-05-28,,1,1
sz.000812,陕西金叶,1998-06-23,,1,1
sz.000813,德展健康,1998-05-19,,1,1
sz.000815,美利云,1998-06-09,,1,1
sz.000816,智慧农业,1997-08-18,,1,1
sz.000817,辽河油田,1998-05-28,2006-01-04,1,0
sz.000818,航锦科技,1997-10-17,,1,1
sz.000819,岳阳兴长,1997-06-25,,1,1
sz.000820,神雾节能,1998-06-30,,1,1
sz.000821,京山轻机,1998-06-26,,1,1
sz.000822,山东海化,1998-07-03,,1,1
sz.000823,超声电子,1997-10-08,,1,1
sz.000825,太钢不锈,1998-10-21,,1,1
sz.000826,启迪环境,1998-02-25,,1,1
sz.000827,*ST长兴,1998-10-16,2005-09-21,1,0
sz.000828,东莞控股,1997-06-17,,1,1
sz.000829,天音控股,1997-12-02,,1,1
sz.000830,鲁西化工,1998-08-07,,1,1
sz.000831,中国稀土,1998-09-11,,1,1
sz.000832,*ST龙涤,1998-08-25,2006-06-29,1,0
sz.000833,粤桂股份,1998-11-11,,1,1
sz.000835,长动退,1999-06-25,2022-05-23,1,0
sz.000836,富通信息,1997-09-29,,1,1
sz.000837,秦川机床,1998-09-28,,1,1
sz.000838,财信发展,1997-06-26,,1,1
sz.000839,ST国安,1997-10-31,,1,1
sz.000848,承德露露,1997-11-13,,1,1
sz.000850,华茂股份,1998-10-07,,1,1
sz.000851,高鸿股份,1998-06-09,,1,1
sz.000852,石化机械,1998-11-26,,1,1
sz.000856,冀东装备,1998-08-13,,1,1
sz.000858,五粮液,1998-04-27,,1,1
sz.000859,国风新材,1998-11-19,,1,1
sz.000860,顺鑫农业,1998-11-04,,1,1
sz.000861,海印股份,1998-10-28,,1,1
sz.000862,银星能源,1998-09-15,,1,1
sz.000863,三湘印象,1997-09-25,,1,1
sz.000866,扬子石化,1998-05-12,2006-04-21,1,0
sz.000868,安凯客车,1997-07-25,,1,1
sz.000869,张裕A,2000-10-26,,1,1
sz.000875,吉电股份,2002-09-26,,1,1
sz.000876,新希望,1998-03-11,,1,1
sz.000877,天山股份,1999-01-07,,1,1
sz.000878,云南铜业,1998-06-02,,1,1
sz.000880,潍柴重机,1998-04-02,,1,1
sz.000881,中广核技,1998-09-02,,1,1
sz.000882,华联股份,1998-06-16,,1,1
sz.000883,湖北能源,1998-05-19,,1,1
sz.000885,城发环境,1999-03-19,,1,1
sz.000886,海南高速,1998-01-23,,1,1
sz.000887,中鼎股份,1998-12-03,,1,1
sz.000888,峨眉山A,1997-10-21,,1,1
sz.000889,ST中嘉,1997-12-18,,1,1
sz.000890,法尔胜,1999-01-19,,1,1
sz.000892,欢瑞世纪,1999-01-15,,1,1
sz.000893,亚钾国际,1998-12-24,,1,1
sz.000895,双汇发展,1998-12-10,,1,1
sz.000897,津滨发展,1999-04-22,,1,1
sz.000898,鞍钢股份,1997-12-25,,1,1
sz.000899,赣能股份,1997-11-26,,1,1
sz.000900,现代投资,1999-01-28,,1,1
sz.000901,航天科技,1999-04-01,,1,1
sz.000902,新洋丰,1999-04-08,,1,1
sz.000903,云内动力,1999-04-15,,1,1
sz.000905,厦门港务,1999-04-29,,1,1
sz.000906,浙商中拓,1999-07-07,,1,1
sz.000908,景峰医药,1999-02-03,,1,1
sz.000909,数源科技,1999-05-07,,1,1
sz.000910,大亚圣象,1999-06-30,,1,1
sz.000911,南宁糖业,1999-05-27,,1,1
sz.000912,泸天化,1999-06-03,,1,1
sz.000913,钱江摩托,1999-05-14,,1,1
sz.000915,华特达因,1999-06-09,,1,1
sz.000916,华北高速,1999-09-27,2017-12-25,1,0
sz.000917,电广传媒,1999-03-25,,1,1
sz.000918,嘉凯城,1999-07-20,,1,1
sz.000919,金陵药业,1999-11-18,,1,1
sz.000920,沃顿科技,1999-06-16,,1,1
sz.000921,海信家电,1999-07-13,,1,1
sz.000922,佳电股份,1999-06-18,,1,1
sz.000923,河钢资源,1999-07-14,,1,1
sz.000925,众合科技,1999-06-11,,1,1
sz.000926,福星股份,1999-06-18,,1,1
sz.000927,中国铁物,1999-07-27,,1,1
sz.000928,中钢国际,1999-03-12,,1,1
sz.000929,兰州黄河,1999-06-23,,1,1
sz.000930,中粮科技,1999-07-12,,1,1
sz.000931,中关村,1999-07-12,,1,1
sz.000932,华菱钢铁,1999-08-03,,1,1
sz.000933,神火股份,1999-08-31,,1,1
sz.000935,四川双马,1999-08-24,,1,1
sz.000936,华西股份,1999-08-10,,1,1
sz.000937,冀中能源,1999-09-09,,1,1
sz.000938,紫光股份,1999-11-04,,1,1
sz.000939,凯迪退,1999-09-23,2020-12-17,1,0
sz.000948,南天信息,1999-10-14,,1,1
sz.000949,新乡化纤,1999-10-21,,1,1
sz.000950,重药控股,1999-09-16,,1,1
sz.000951,中国重汽,1999-11-25,,1,1
sz.000952,广济药业,1999-11-12,,1,1
sz.000953,河化股份,1999-12-02,,1,1
sz.000955,欣龙控股,1999-12-09,,1,1
sz.000956,中原油气,1999-11-10,2006-04-21,1,0
sz.000957,中通客车,2000-01-13,,1,1
sz.000958,电投产融,1999-12-23,,1,1
sz.000959,首钢股份,1999-12-16,,1,1
sz.000960,锡业股份,2000-02-21,,1,1
sz.000961,中南建设,2000-03-01,,1,1
sz.000962,东方钽业,2000-01-20,,1,1
sz.000963,华东医药,2000-01-27,,1,1
sz.000965,天保基建,2000-04-06,,1,1
sz.000966,长源电力,2000-03-16,,1,1
sz.000967,盈峰环境,2000-03-30,,1,1
sz.000968,蓝焰控股,2000-06-22,,1,1
sz.000969,安泰科技,2000-05-29,,1,1
sz.000970,中科三环,2000-04-20,,1,1
sz.000971,ST高升,2000-04-27,,1,1
sz.000972,ST中基,2000-09-26,,1,1
sz.000973,佛塑科技,2000-05-25,,1,1
sz.000975,银泰黄金,2000-06-08,,1,1
sz.000976,华铁股份,2000-06-01,,1,1
sz.000977,浪潮信息,2000-06-08,,1,1
sz.000978,桂林旅游,2000-05-18,,1,1
sz.000979,中弘退,2000-06-16,2018-12-28,1,0
sz.000980,众泰汽车,2000-06-16,,1,1
sz.000981,山子股份,2000-06-22,,1,1
sz.000982,中银绒业,2000-07-06,,1,1
sz.000983,山西焦煤,2000-07-26,,1,1
sz.000985,大庆华科,2000-07-26,,1,1
sz.000987,越秀资本,2000-07-18,,1,1
sz.000988,华工科技,2000-06-08,,1,1
sz.000989,九芝堂,2000-06-28,,1,1
sz.000990,诚志股份,2000-07-06,,1,1
sz.000993,闽东电力,2000-07-31,,1,1
sz.000995,*ST皇台,2000-08-07,,1,1
sz.000996,中国中期,2000-07-18,,1,1
sz.000997,新大陆,2000-08-07,,1,1
sz.000998,隆平高科,2000-12-11,,1,1
sz.000999,华润三九,2000-03-09,,1,1
sz.001201,东瑞股份,2021-04-28,,1,1
sz.001202,炬申股份,2021-04-29,,1,1
sz.001203,大中矿业,2021-05-10,,1,1
sz.001205,盛航股份,2021-05-13,,1,1
sz.001206,依依股份,2021-05-18,,1,1
sz.001207,联科科技,2021-06-23,,1,1
sz.001208,华菱线缆,2021-06-24,,1,1
sz.001209,洪兴股份,2021-07-23,,1,1
sz.001210,金房节能,2021-07-29,,1,1
sz.001211,双枪科技,2021-08-05,,1,1
sz.001212,中旗新材,2021-08-23,,1,1
