code,code_name,ipoDate,outDate,type,status
sz.001213,中铁特货,2021-09-08,,1,1
sz.001215,千味央厨,2021-09-06,,1,1
sz.001216,华瓷股份,2021-10-19,,1,1
sz.001217,华尔泰,2021-09-29,,1,1
sz.001218,丽臣实业,2021-10-15,,1,1
sz.001219,青岛食品,2021-10-21,,1,1
sz.001222,源飞宠物,2022-08-18,,1,1
sz.001223,欧克科技,2022-12-12,,1,1
sz.001225,和泰机电,2023-02-22,,1,1
sz.001226,拓山重工,2022-06-22,,1,1
sz.001227,兰州银行,2022-01-17,,1,1
sz.001228,永泰运,2022-04-29,,1,1
sz.001229,魅视科技,2022-08-08,,1,1
sz.001230,劲旅环境,2022-07-15,,1,1
sz.001231,农心科技,2022-08-19,,1,1
sz.001234,泰慕士,2022-01-11,,1,1
sz.001236,弘业期货,2022-08-05,,1,1
sz.001238,浙江正特,2022-09-19,,1,1
sz.001255,博菲电气,2022-09-30,,1,1
sz.001256,炜冈科技,2022-12-05,,1,1
sz.001258,立新能源,2022-07-27,,1,1
sz.001259,利仁科技,2022-08-31,,1,1
sz.001260,坤泰股份,2023-02-16,,1,1
sz.001266,宏英智能,2022-02-28,,1,1
sz.001267,汇绿生态,2021-11-17,,1,1
sz.001268,联合精密,2022-06-30,,1,1
sz.001269,欧晶科技,2022-09-30,,1,1
sz.001270,铖昌科技,2022-06-06,,1,1
sz.001283,豪鹏科技,2022-09-05,,1,1
sz.001288,运机集团,2021-11-01,,1,1
sz.001289,龙源电力,2022-01-24,,1,1
sz.001296,长江材料,2021-12-24,,1,1
sz.001298,好上好,2022-10-31,,1,1
sz.001299,美能能源,2022-10-31,,1,1
sz.001300,三柏硕,2022-10-19,,1,1
sz.001301,尚太科技,2022-12-28,,1,1
sz.001308,康冠科技,2022-03-18,,1,1
sz.001309,德明利,2022-07-01,,1,1
sz.001311,多利科技,2023-02-27,,1,1
sz.001313,粤海饲料,2022-02-16,,1,1
sz.001314,亿道信息,2023-02-14,,1,1
sz.001316,润贝航科,2022-06-24,,1,1
sz.001317,三羊马,2021-11-30,,1,1
sz.001318,阳光乳业,2022-05-20,,1,1
sz.001319,铭科精技,2022-05-12,,1,1
sz.001322,箭牌家居,2022-10-26,,1,1
sz.001323,慕思股份,2022-06-23,,1,1
sz.001330,博纳影业,2022-08-18,,1,1
sz.001331,胜通能源,2022-09-08,,1,1
sz.001332,锡装股份,2022-09-20,,1,1
sz.001333,光华股份,2022-12-08,,1,1
sz.001336,楚环科技,2022-07-25,,1,1
sz.001337,四川黄金,2023-03-03,,1,1
sz.001338,永顺泰,2022-11-16,,1,1
sz.001339,智微智能,2022-08-15,,1,1
sz.001696,宗申动力,1997-03-06,,1,1
sz.001872,招商港口,1993-05-05,,1,1
sz.001896,豫能控股,1998-01-22,,1,1
sz.001914,招商积余,1994-09-28,,1,1
sz.001965,招商公路,2017-12-25,,1,1
sz.001979,招商蛇口,2015-12-30,,1,1
sz.002001,新和成,2004-06-25,,1,1
sz.002002,鸿达兴业,2004-06-25,,1,1
sz.002003,伟星股份,2004-06-25,,1,1
sz.002004,华邦健康,2004-06-25,,1,1
sz.002005,ST德豪,2004-06-25,,1,1
sz.002006,精功科技,2004-06-25,,1,1
sz.002007,华兰生物,2004-06-25,,1,1
sz.002008,大族激光,2004-06-25,,1,1
sz.002009,天奇股份,2004-06-29,,1,1
sz.002010,传化智联,2004-06-29,,1,1
sz.002011,盾安环境,2004-07-05,,1,1
sz.002012,凯恩股份,2004-07-05,,1,1
sz.002013,中航机电,2004-07-05,,1,1
sz.002014,永新股份,2004-07-08,,1,1
sz.002015,协鑫能科,2004-07-08,,1,1
sz.002016,世荣兆业,2004-07-08,,1,1
sz.002017,东信和平,2004-07-13,,1,1
sz.002018,华信退,2004-07-13,2019-11-01,1,0
sz.002019,亿帆医药,2004-07-13,,1,1
sz.002020,京新药业,2004-07-15,,1,1
sz.002021,ST中捷,2004-07-15,,1,1
sz.002022,*ST科华,2004-07-21,,1,1
sz.002023,海特高新,2004-07-21,,1,1
sz.002024,ST易购,2004-07-21,,1,1
sz.002025,航天电器,2004-07-26,,1,1
sz.002026,山东威达,2004-07-27,,1,1
sz.002027,分众传媒,2004-08-04,,1,1
sz.002028,思源电气,2004-08-05,,1,1
sz.002029,七匹狼,2004-08-06,,1,1
sz.002030,达安基因,2004-08-09,,1,1
sz.002031,巨轮智能,2004-08-16,,1,1
sz.002032,苏泊尔,2004-08-17,,1,1
sz.002033,丽江股份,2004-08-25,,1,1
sz.002034,旺能环境,2004-08-26,,1,1
sz.002035,华帝股份,2004-09-01,,1,1
sz.002036,联创电子,2004-09-03,,1,1
sz.002037,保利联合,2004-09-08,,1,1
sz.002038,双鹭药业,2004-09-09,,1,1
sz.002039,黔源电力,2005-03-03,,1,1
sz.002040,南京港,2005-03-25,,1,1
sz.002041,登海种业,2005-04-18,,1,1
sz.002042,华孚时尚,2005-04-27,,1,1
sz.002043,兔宝宝,2005-05-10,,1,1
sz.002044,美年健康,2005-05-18,,1,1
sz.002045,国光电器,2005-05-23,,1,1
sz.002046,国机精工,2005-05-26,,1,1
sz.002047,宝鹰股份,2005-05-31,,1,1
sz.002048,宁波华翔,2005-06-03,,1,1
sz.002049,紫光国微,2005-06-06,,1,1
sz.002050,三花智控,2005-06-07,,1,1
sz.002051,中工国际,2006-06-19,,1,1
sz.002052,*ST同洲,2006-06-27,,1,1
sz.002053,云南能投,2006-06-27,,1,1
sz.002054,德美化工,2006-07-25,,1,1
sz.002055,得润电子,2006-07-25,,1,1
sz.002056,横店东磁,2006-08-02,,1,1
sz.002057,中钢天源,2006-08-02,,1,1
sz.002058,威尔泰,2006-08-02,,1,1
sz.002059,云南旅游,2006-08-10,,1,1
sz.002060,粤水电,2006-08-10,,1,1
sz.002061,浙江交科,2006-08-16,,1,1
sz.002062,宏润建设,2006-08-16,,1,1
sz.002063,远光软件,2006-08-23,,1,1
sz.002064,华峰化学,2006-08-23,,1,1
sz.002065,东华软件,2006-08-23,,1,1
sz.002066,瑞泰科技,2006-08-23,,1,1
sz.002067,景兴纸业,2006-09-15,,1,1
sz.002068,黑猫股份,2006-09-15,,1,1
sz.002069,ST獐子岛,2006-09-28,,1,1
sz.002070,众和退,2006-10-12,2019-07-09,1,0
sz.002071,长城退,2006-10-12,2021-05-07,1,0
sz.002072,凯瑞德,2006-10-18,,1,1
sz.002073,软控股份,2006-10-18,,1,1
sz.002074,国轩高科,2006-10-18,,1,1
sz.002075,沙钢股份,2006-10-25,,1,1
sz.002076,*ST雪莱,2006-10-25,,1,1
sz.002077,大港股份,2006-11-16,,1,1
sz.002078,太阳纸业,2006-11-16,,1,1
sz.002079,苏州固锝,2006-11-16,,1,1
sz.002080,中材科技,2006-11-20,,1,1
sz.002081,金螳螂,2006-11-20,,1,1
sz.002082,万邦德,2006-11-20,,1,1
sz.002083,孚日股份,2006-11-24,,1,1
sz.002084,海鸥住工,2006-11-24,,1,1
sz.002085,万丰奥威,2006-11-28,,1,1
sz.002086,ST东洋,2006-11-28,,1,1
sz.002087,新野纺织,2006-11-30,,1,1
sz.002088,鲁阳节能,2006-11-30,,1,1
sz.002089,*ST新海,2006-11-30,,1,1
sz.002090,金智科技,2006-12-08,,1,1
sz.002091,江苏国泰,2006-12-08,,1,1
sz.002092,中泰化学,2006-12-08,,1,1
sz.002093,国脉科技,2006-12-15,,1,1
sz.002094,青岛金王,2006-12-15,,1,1
sz.002095,生意宝,2006-12-15,,1,1
sz.002096,南岭民爆,2006-12-22,,1,1
sz.002097,山河智能,2006-12-22,,1,1
sz.002098,浔兴股份,2006-12-22,,1,1
sz.002099,海翔药业,2006-12-26,,1,1
sz.002100,天康生物,2006-12-26,,1,1
sz.002101,广东鸿图,2006-12-29,,1,1
sz.002102,ST冠福,2006-12-29,,1,1
sz.002103,广博股份,2007-01-10,,1,1
sz.002104,恒宝股份,2007-01-10,,1,1
sz.002105,信隆健康,2007-01-12,,1,1
sz.002106,莱宝高科,2007-01-12,,1,1
sz.002107,沃华医药,2007-01-24,,1,1
sz.002108,沧州明珠,2007-01-24,,1,1
sz.002109,兴化股份,2007-01-26,,1,1
sz.002110,三钢闽光,2007-01-26,,1,1
sz.002111,威海广泰,2007-01-26,,1,1
sz.002112,三变科技,2007-02-08,,1,1
sz.002113,ST天润,2007-02-08,,1,1
sz.002114,罗平锌电,2007-02-15,,1,1
sz.002115,三维通信,2007-02-15,,1,1
sz.002116,中国海诚,2007-02-15,,1,1
sz.002117,东港股份,2007-03-02,,1,1
sz.002118,紫鑫药业,2007-03-02,,1,1
sz.002119,康强电子,2007-03-02,,1,1
sz.002120,韵达股份,2007-03-06,,1,1
sz.002121,科陆电子,2007-03-06,,1,1
sz.002122,天马股份,2007-03-28,,1,1
sz.002123,梦网科技,2007-03-28,,1,1
sz.002124,天邦食品,2007-04-03,,1,1
sz.002125,湘潭电化,2007-04-03,,1,1
sz.002126,银轮股份,2007-04-18,,1,1
sz.002127,南极电商,2007-04-18,,1,1
sz.002128,电投能源,2007-04-18,,1,1
sz.002129,TCL中环,2007-04-20,,1,1
sz.002130,沃尔核材,2007-04-20,,1,1
sz.002131,利欧股份,2007-04-27,,1,1
sz.002132,恒星科技,2007-04-27,,1,1
sz.002133,广宇集团,2007-04-27,,1,1
sz.002134,天津普林,2007-05-16,,1,1
sz.002135,东南网架,2007-05-30,,1,1
sz.002136,安纳达,2007-05-30,,1,1
sz.002137,实益达,2007-06-13,,1,1
sz.002138,顺络电子,2007-06-13,,1,1
sz.002139,拓邦股份,2007-06-29,,1,1
sz.002140,东华科技,2007-07-12,,1,1
sz.002141,贤丰控股,2007-07-20,,1,1
sz.002142,宁波银行,2007-07-19,,1,1
sz.002143,印纪退,2007-07-20,2019-11-29,1,0
sz.002144,宏达高科,2007-08-03,,1,1
sz.002145,中核钛白,2007-08-03,,1,1
sz.002146,荣盛发展,2007-08-08,,1,1
sz.002147,新光退,2007-08-08,2022-06-23,1,0
sz.002148,北纬科技,2007-08-10,,1,1
sz.002149,西部材料,2007-08-10,,1,1
sz.002150,通润装备,2007-08-10,,1,1
sz.002151,北斗星通,2007-08-13,,1,1
sz.002152,广电运通,2007-08-13,,1,1
sz.002153,石基信息,2007-08-13,,1,1
sz.002154,报喜鸟,2007-08-16,,1,1
sz.002155,湖南黄金,2007-08-16,,1,1
sz.002156,通富微电,2007-08-16,,1,1
sz.002157,正邦科技,2007-08-17,,1,1
sz.002158,汉钟精机,2007-08-17,,1,1
sz.002159,三特索道,2007-08-17,,1,1
sz.002160,常铝股份,2007-08-21,,1,1
sz.002161,远望谷,2007-08-21,,1,1
sz.002162,悦心健康,2007-08-23,,1,1
sz.002163,海南发展,2007-08-23,,1,1
sz.002164,宁波东力,2007-08-23,,1,1
sz.002165,红宝丽,2007-09-13,,1,1
sz.002166,莱茵生物,2007-09-13,,1,1
sz.002167,东方锆业,2007-09-13,,1,1
sz.002168,惠程科技,2007-09-19,,1,1
sz.002169,智光电气,2007-09-19,,1,1
sz.002170,芭田股份,2007-09-19,,1,1
sz.002171,楚江新材,2007-09-21,,1,1
sz.002172,澳洋健康,2007-09-21,,1,1
sz.002173,创新医疗,2007-09-25,,1,1
sz.002174,游族网络,2007-09-25,,1,1
sz.002175,东方智造,2007-10-12,,1,1
sz.002176,江特电机,2007-10-12,,1,1
sz.002177,*ST御银,2007-11-01,,1,1
sz.002178,延华智能,2007-11-01,,1,1
sz.002179,中航光电,2007-11-01,,1,1
sz.002180,纳思达,2007-11-13,,1,1
sz.002181,粤传媒,2007-11-16,,1,1
sz.002182,云海金属,2007-11-13,,1,1
sz.002183,怡亚通,2007-11-13,,1,1
sz.002184,海得控制,2007-11-16,,1,1
sz.002185,华天科技,2007-11-20,,1,1
sz.002186,全聚德,2007-11-20,,1,1
sz.002187,广百股份,2007-11-22,,1,1
sz.002188,中天服务,2007-11-22,,1,1
sz.002189,中光学,2007-12-03,,1,1
sz.002190,成飞集成,2007-12-03,,1,1
sz.002191,劲嘉股份,2007-12-05,,1,1
sz.002192,融捷股份,2007-12-05,,1,1
sz.002193,如意集团,2007-12-07,,1,1
sz.002194,武汉凡谷,2007-12-07,,1,1
sz.002195,二三四五,2007-12-12,,1,1
sz.002196,方正电机,2007-12-12,,1,1
sz.002197,证通电子,2007-12-18,,1,1
sz.002198,嘉应制药,2007-12-18,,1,1
sz.002199,东晶电子,2007-12-21,,1,1
sz.002200,ST交投,2007-12-21,,1,1
sz.002201,正威新材,2007-12-26,,1,1
sz.002202,金风科技,2007-12-26,,1,1
sz.002203,海亮股份,2008-01-16,,1,1
sz.002204,大连重工,2008-01-16,,1,1
sz.002205,国统股份,2008-01-23,,1,1
sz.002206,海利得,2008-01-23,,1,1
sz.002207,准油股份,2008-01-28,,1,1
sz.002208,合肥城建,2008-01-28,,1,1
sz.002209,达意隆,2008-01-30,,1,1
sz.002210,飞马国际,2008-01-30,,1,1
sz.002211,ST宏达,2008-02-01,,1,1
sz.002212,天融信,2008-02-01,,1,1
sz.002213,大为股份,2008-02-01,,1,1
sz.002214,大立科技,2008-02-18,,1,1
sz.002215,诺普信,2008-02-18,,1,1
sz.002216,三全食品,2008-02-20,,1,1
sz.002217,合力泰,2008-02-20,,1,1
sz.002218,拓日新能,2008-02-28,,1,1
sz.002219,新里程,2008-03-06,,1,1
sz.002220,天宝退,2008-02-28,2020-08-11,1,0
sz.002221,东华能源,2008-03-06,,1,1
sz.002222,福晶科技,2008-03-19,,1,1
sz.002223,鱼跃医疗,2008-04-18,,1,1
sz.002224,三力士,2008-04-25,,1,1
sz.002225,濮耐股份,2008-04-25,,1,1
sz.002226,江南化工,2008-05-06,,1,1
sz.002227,奥特迅,2008-05-06,,1,1
sz.002228,合兴包装,2008-05-08,,1,1
sz.002229,鸿博股份,2008-05-08,,1,1
sz.002230,科大讯飞,2008-05-12,,1,1
sz.002231,奥维通信,2008-05-12,,1,1
sz.002232,启明信息,2008-05-09,,1,1
sz.002233,塔牌集团,2008-05-16,,1,1
sz.002234,民和股份,2008-05-16,,1,1
sz.002235,安妮股份,2008-05-16,,1,1
sz.002236,大华股份,2008-05-20,,1,1
sz.002237,恒邦股份,2008-05-20,,1,1
sz.002238,天威视讯,2008-05-26,,1,1
sz.002239,奥特佳,2008-05-22,,1,1
sz.002240,盛新锂能,2008-05-23,,1,1
sz.002241,歌尔股份,2008-05-22,,1,1
sz.002242,九阳股份,2008-05-28,,1,1
sz.002243,力合科创,2008-05-28,,1,1
sz.002244,滨江集团,2008-05-29,,1,1
sz.002245,蔚蓝锂芯,2008-06-05,,1,1
sz.002246,北化股份,2008-06-05,,1,1
sz.002247,聚力文化,2008-06-12,,1,1
sz.002248,华东数控,2008-06-12,,1,1
sz.002249,大洋电机,2008-06-19,,1,1
sz.002250,联化科技,2008-06-19,,1,1
sz.002251,步步高,2008-06-19,,1,1
sz.002252,上海莱士,2008-06-23,,1,1
sz.002253,川大智胜,2008-06-23,,1,1
sz.002254,泰和新材,2008-06-25,,1,1
sz.002255,海陆重工,2008-06-25,,1,1
sz.002256,兆新股份,2008-06-25,,1,1
sz.002258,利尔化学,2008-07-08,,1,1
sz.002259,ST升达,2008-07-16,,1,1
sz.002260,德奥退,2008-07-16,2022-06-17,1,0
sz.002261,拓维信息,2008-07-23,,1,1
sz.002262,恩华药业,2008-07-23,,1,1
sz.002263,大东南,2008-07-28,,1,1
sz.002264,新华都,2008-07-31,,1,1
sz.002265,西仪股份,2008-08-06,,1,1
sz.002266,浙富控股,2008-08-06,,1,1
sz.002267,陕天然气,2008-08-13,,1,1
sz.002268,电科网安,2008-08-11,,1,1
sz.002269,美邦服饰,2008-08-28,,1,1
sz.002270,华明装备,2008-09-05,,1,1
sz.002271,东方雨虹,2008-09-10,,1,1
sz.002272,川润股份,2008-09-19,,1,1
sz.002273,水晶光电,2008-09-19,,1,1
sz.002274,华昌化工,2008-09-25,,1,1
sz.002275,桂林三金,2009-07-10,,1,1
sz.002276,万马股份,2009-07-10,,1,1
sz.002277,友阿股份,2009-07-17,,1,1
sz.002278,神开股份,2009-08-11,,1,1
sz.002279,久其软件,2009-08-11,,1,1
sz.002280,联络互动,2009-08-21,,1,1
sz.002281,光迅科技,2009-08-21,,1,1
sz.002282,博深股份,2009-08-21,,1,1
sz.002283,天润工业,2009-08-21,,1,1
sz.002284,亚太股份,2009-08-28,,1,1
sz.002285,世联行,2009-08-28,,1,1
sz.002286,保龄宝,2009-08-28,,1,1
sz.002287,奇正藏药,2009-08-28,,1,1
sz.002288,超华科技,2009-09-03,,1,1
sz.002289,宇顺电子,2009-09-03,,1,1
sz.002290,禾盛新材,2009-09-03,,1,1
sz.002291,遥望科技,2009-09-03,,1,1
sz.002292,奥飞娱乐,2009-09-10,,1,1
sz.002293,罗莱生活,2009-09-10,,1,1
sz.002294,信立泰,2009-09-10,,1,1
sz.002295,精艺股份,2009-09-29,,1,1
sz.002296,辉煌科技,2009-09-29,,1,1
sz.002297,博云新材,2009-09-29,,1,1
sz.002298,中电兴发,2009-09-29,,1,1
sz.002299,圣农发展,2009-10-21,,1,1
sz.002300,太阳电缆,2009-10-21,,1,1
sz.002301,齐心集团,2009-10-21,,1,1
sz.002302,西部建设,2009-11-03,,1,1
sz.002303,美盈森,2009-11-03,,1,1
sz.002304,洋河股份,2009-11-06,,1,1
sz.002305,南国置业,2009-11-06,,1,1
sz.002306,中科云网,2009-11-11,,1,1
sz.002307,北新路桥,2009-11-11,,1,1
sz.002308,威创股份,2009-11-27,,1,1
sz.002309,ST中利,2009-11-27,,1,1
sz.002310,东方园林,2009-11-27,,1,1
sz.002311,海大集团,2009-11-27,,1,1
sz.002312,川发龙蟒,2009-12-03,,1,1
sz.002313,*ST日海,2009-12-03,,1,1
sz.002314,南山控股,2009-12-03,,1,1
sz.002315,焦点科技,2009-12-09,,1,1
sz.002316,*ST亚联,2009-12-09,,1,1
sz.002317,众生药业,2009-12-11,,1,1
sz.002318,久立特材,2009-12-11,,1,1
sz.002319,乐通股份,2009-12-11,,1,1
sz.002320,海峡股份,2009-12-16,,1,1
sz.002321,ST华英,2009-12-16,,1,1
sz.002322,理工能科,2009-12-18,,1,1
sz.002323,雅博股份,2009-12-18,,1,1
sz.002324,普利特,2009-12-18,,1,1
sz.002325,洪涛股份,2009-12-22,,1,1
sz.002326,永太科技,2009-12-22,,1,1
sz.002327,富安娜,2009-12-30,,1,1
sz.002328,新朋股份,2009-12-30,,1,1
sz.002329,皇氏集团,2010-01-06,,1,1
sz.002330,得利斯,2010-01-06,,1,1
sz.002331,皖通科技,2010-01-06,,1,1
sz.002332,仙琚制药,2010-01-12,,1,1
sz.002333,罗普斯金,2010-01-12,,1,1
sz.002334,英威腾,2010-01-13,,1,1
sz.002335,科华数据,2010-01-13,,1,1
sz.002336,人人乐,2010-01-13,,1,1
sz.002337,赛象科技,2010-01-15,,1,1
sz.002338,奥普光电,2010-01-15,,1,1
sz.002339,积成电子,2010-01-22,,1,1
sz.002340,格林美,2010-01-22,,1,1
sz.002341,新纶新材,2010-01-22,,1,1
sz.002342,巨力索具,2010-01-26,,1,1
sz.002343,慈文传媒,2010-01-26,,1,1
sz.002344,海宁皮城,2010-01-26,,1,1
sz.002345,潮宏基,2010-01-28,,1,1
sz.002346,柘中股份,2010-01-28,,1,1
sz.002347,泰尔股份,2010-01-28,,1,1
sz.002348,高乐股份,2010-02-03,,1,1
sz.002349,精华制药,2010-02-03,,1,1
sz.002350,北京科锐,2010-02-03,,1,1
sz.002351,漫步者,2010-02-05,,1,1
sz.002352,顺丰控股,2010-02-05,,1,1
sz.002353,杰瑞股份,2010-02-05,,1,1
sz.002354,天娱数科,2010-02-09,,1,1
sz.002355,兴民智通,2010-02-09,,1,1
sz.002356,赫美集团,2010-02-09,,1,1
sz.002357,富临运业,2010-02-10,,1,1
sz.002358,ST森源,2010-02-10,,1,1
sz.002359,北讯退,2010-02-10,2021-07-23,1,0
sz.002360,同德化工,2010-03-03,,1,1
sz.002361,神剑股份,2010-03-03,,1,1
sz.002362,汉王科技,2010-03-03,,1,1
sz.002363,隆基机械,2010-03-05,,1,1
sz.002364,中恒电气,2010-03-05,,1,1
sz.002365,永安药业,2010-03-05,,1,1
sz.002366,*ST海核,2010-03-12,,1,1
sz.002367,康力电梯,2010-03-12,,1,1
sz.002368,太极股份,2010-03-12,,1,1
sz.002369,卓翼科技,2010-03-16,,1,1
sz.002370,亚太药业,2010-03-16,,1,1
sz.002371,北方华创,2010-03-16,,1,1
sz.002372,伟星新材,2010-03-18,,1,1
sz.002373,千方科技,2010-03-18,,1,1
sz.002374,中锐股份,2010-03-18,,1,1
sz.002375,亚厦股份,2010-03-23,,1,1
sz.002376,新北洋,2010-03-23,,1,1
sz.002377,国创高新,2010-03-23,,1,1
sz.002378,章源钨业,2010-03-31,,1,1
sz.002379,宏创控股,2010-03-31,,1,1
sz.002380,科远智慧,2010-03-31,,1,1
sz.002381,双箭股份,2010-04-02,,1,1
sz.002382,蓝帆医疗,2010-04-02,,1,1
sz.002383,合众思壮,2010-04-02,,1,1
sz.002384,东山精密,2010-04-09,,1,1
sz.002385,大北农,2010-04-09,,1,1
sz.002386,天原股份,2010-04-09,,1,1
sz.002387,维信诺,2010-04-13,,1,1
sz.002388,新亚制程,2010-04-13,,1,1
sz.002389,航天彩虹,2010-04-13,,1,1
sz.002390,信邦制药,2010-04-16,,1,1
sz.002391,长青股份,2010-04-16,,1,1
sz.002392,北京利尔,2010-04-23,,1,1
sz.002393,力生制药,2010-04-23,,1,1
sz.002394,联发股份,2010-04-23,,1,1
sz.002395,双象股份,2010-04-29,,1,1
sz.002396,星网锐捷,2010-06-23,,1,1
sz.002397,梦洁股份,2010-04-29,,1,1
sz.002398,垒知集团,2010-05-06,,1,1
sz.002399,海普瑞,2010-05-06,,1,1
sz.002400,省广集团,2010-05-06,,1,1
sz.002401,中远海科,2010-05-06,,1,1
sz.002402,和而泰,2010-05-11,,1,1
sz.002403,爱仕达,2010-05-11,,1,1
sz.002404,嘉欣丝绸,2010-05-11,,1,1
sz.002405,四维图新,2010-05-18,,1,1
sz.002406,远东传动,2010-05-18,,1,1
sz.002407,多氟多,2010-05-18,,1,1
sz.002408,齐翔腾达,2010-05-18,,1,1
sz.002409,雅克科技,2010-05-25,,1,1
sz.002410,广联达,2010-05-25,,1,1
sz.002411,*ST必康,2010-05-25,,1,1
sz.002412,汉森制药,2010-05-25,,1,1
sz.002413,雷科防务,2010-05-28,,1,1
sz.002414,高德红外,2010-07-16,,1,1
sz.002415,海康威视,2010-05-28,,1,1
sz.002416,爱施德,2010-05-28,,1,1
sz.002417,*ST深南,2010-06-01,,1,1
sz.002418,康盛股份,2010-06-01,,1,1
sz.002419,天虹股份,2010-06-01,,1,1
sz.002420,毅昌科技,2010-06-01,,1,1
sz.002421,达实智能,2010-06-03,,1,1
sz.002422,科伦药业,2010-06-03,,1,1
sz.002423,中粮资本,2010-06-03,,1,1
sz.002424,贵州百灵,2010-06-03,,1,1
sz.002425,凯撒文化,2010-06-08,,1,1
sz.002426,胜利精密,2010-06-08,,1,1
sz.002427,*ST尤夫,2010-06-08,,1,1
sz.002428,云南锗业,2010-06-08,,1,1
sz.002429,兆驰股份,2010-06-10,,1,1
sz.002430,杭氧股份,2010-06-10,,1,1
sz.002431,棕榈股份,2010-06-10,,1,1
sz.002432,九安医疗,2010-06-10,,1,1
sz.002433,ST太安,2010-06-18,,1,1
sz.002434,万里扬,2010-06-18,,1,1
sz.002435,长江健康,2010-06-18,,1,1
sz.002436,兴森科技,2010-06-18,,1,1
sz.002437,誉衡药业,2010-06-23,,1,1
sz.002438,江苏神通,2010-06-23,,1,1
sz.002439,启明星辰,2010-06-23,,1,1
sz.002440,闰土股份,2010-07-06,,1,1
sz.002441,众业达,2010-07-06,,1,1
sz.002442,龙星化工,2010-07-06,,1,1
sz.002443,金洲管道,2010-07-06,,1,1
sz.002444,巨星科技,2010-07-13,,1,1
sz.002445,中南文化,2010-07-13,,1,1
sz.002446,盛路通信,2010-07-13,,1,1
sz.002447,晨鑫退,2010-07-13,2022-06-27,1,0
sz.002448,中原内配,2010-07-16,,1,1
sz.002449,国星光电,2010-07-16,,1,1
sz.002450,康得退,2010-07-16,2021-05-31,1,0
sz.002451,摩恩电气,2010-07-20,,1,1
sz.002452,长高电新,2010-07-20,,1,1
sz.002453,华软科技,2010-07-20,,1,1
sz.002454,松芝股份,2010-07-20,,1,1
sz.002455,百川股份,2010-08-03,,1,1
sz.002456,欧菲光,2010-08-03,,1,1
sz.002457,青龙管业,2010-08-03,,1,1
sz.002458,益生股份,2010-08-10,,1,1
sz.002459,晶澳科技,2010-08-10,,1,1
sz.002460,赣锋锂业,2010-08-10,,1,1
sz.002461,珠江啤酒,2010-08-18,,1,1
sz.002462,嘉事堂,2010-08-18,,1,1
sz.002463,沪电股份,2010-08-18,,1,1
sz.002464,众应退,2010-08-31,2022-06-28,1,0
sz.002465,海格通信,2010-08-31,,1,1
sz.002466,天齐锂业,2010-08-31,,1,1
sz.002467,二六三,2010-09-08,,1,1
sz.002468,申通快递,2010-09-08,,1,1
sz.002469,三维化学,2010-09-08,,1,1
sz.002470,ST金正,2010-09-08,,1,1
sz.002471,中超控股,2010-09-10,,1,1
sz.002472,双环传动,2010-09-10,,1,1
sz.002473,圣莱退,2010-09-10,2022-06-22,1,0
sz.002474,榕基软件,2010-09-15,,1,1
sz.002475,立讯精密,2010-09-15,,1,1
sz.002476,宝莫股份,2010-09-15,,1,1
sz.002477,雏鹰退,2010-09-15,2019-10-16,1,0
